[debug] [2026-07-15T17:40:20.244Z] : 
[debug] [2026-07-15T17:40:20.246Z] : ----------------------------------------------------------------------
[debug] [2026-07-15T17:40:20.246Z] : Command:      C:\Program Files\nodejs\node.exe C:\Users\NITIN\AppData\Roaming\npm\node_modules\zcatalyst-cli\lib\bin\catalyst.js serve
[debug] [2026-07-15T17:40:20.246Z] : CLI Version:  1.26.2
[debug] [2026-07-15T17:40:20.246Z] : Platform:     win32
[debug] [2026-07-15T17:40:20.246Z] : Node Version: v22.23.1
[debug] [2026-07-15T17:40:20.246Z] : Time:         Wed Jul 15 2026 23:10:20 GMT+0530 (India Standard Time)
[debug] [2026-07-15T17:40:20.246Z] : ----------------------------------------------------------------------
[debug] [2026-07-15T17:40:20.246Z] : 
[debug] [2026-07-15T17:40:21.463Z] : > authorizing via signed-in user option
[debug] [2026-07-15T17:40:21.464Z] : > command requires scopes: ["ZohoCatalyst.projects.ALL","ZohoCatalyst.apigateway.apis.READ","ZohoCatalyst.apigateway.READ","ZohoCatalyst.segments.ALL","ZohoCatalyst.cache.READ","ZohoCatalyst.cache.CREATE","ZohoCatalyst.cache.DELETE","ZohoCatalyst.projects.ALL","ZohoCatalyst.cron.ALL","ZohoCatalyst.zcql.CREATE","ZohoCatalyst.projects.users.READ","ZohoCatalyst.projects.users.CREATE","ZohoCatalyst.projects.users.DELETE","ZohoCatalyst.projects.users.UPDATE","ZohoCatalyst.authentication.CREATE","ZohoCatalyst.email.CREATE","ZohoCatalyst.tables.ALL","ZohoCatalyst.tables.rows.ALL","ZohoCatalyst.tables.columns.ALL","ZohoCatalyst.tables.bulk.CREATE","ZohoCatalyst.tables.bulk.READ","ZohoCatalyst.folders.ALL","ZohoCatalyst.files.CREATE","ZohoCatalyst.files.READ","ZohoCatalyst.files.DELETE","ZohoCatalyst.functions.ALL","ZohoCatalyst.functions.EXECUTE","ZohoCatalyst.eventlistners.ALL","ZohoCatalyst.eventlisteners.produce","ZohoCatalyst.security.rules.Read","ZohoCatalyst.security.rules.Update","ZohoCatalyst.notifications.mobile","ZohoCatalyst.notifications.web","ZohoCatalyst.search.READ","ZohoCatalyst.mlkit.READ","QuickML.deployment.READ","ZohoCatalyst.pdfshot.execute","ZohoCatalyst.grid.READ","ZohoCatalyst.grid.terminate","ZohoCatalyst.circuits.execution.DELETE","ZohoCatalyst.circuits.execution.READ","ZohoCatalyst.circuits.execute","ZohoCatalyst.appsail.Read","ZohoCatalyst.jobpool.READ","ZohoCatalyst.job.ALL","ZohoCatalyst.nosql.READ","ZohoCatalyst.nosql.rows.ALL"]
[debug] [2026-07-15T17:40:21.479Z] : >>>> HTTP REQUEST : GET https://api.catalyst.zoho.in/baas/v1/project/49092000000078003 

[debug] [2026-07-15T17:40:21.591Z] : <<<< HTTP RESPONSE : 200
Response Headers: {"server":"ZGS","date":"Wed, 15 Jul 2026 17:40:21 GMT","content-type":"application/vnd.catalyst.v2+json","transfer-encoding":"chunked","connection":"keep-alive","x-content-type-options":"nosniff","cache-control":"private,no-cache,no-store,max-age=0,must-revalidate","pragma":"no-cache","expires":"Thu, 01 Jan 1970 00:00:00 GMT","x-frame-options":"DENY","strict-transport-security":"max-age=64072000; includeSubDomains; preload"}

[debug] [2026-07-15T17:40:21.598Z] : >>>> HTTP REQUEST : GET https://api.catalyst.zoho.in/baas/v1/project/49092000000078003/environment 

[debug] [2026-07-15T17:40:21.636Z] : <<<< HTTP RESPONSE : 200
Response Headers: {"server":"ZGS","date":"Wed, 15 Jul 2026 17:40:21 GMT","content-type":"application/vnd.catalyst.v2+json","transfer-encoding":"chunked","connection":"keep-alive","x-content-type-options":"nosniff","cache-control":"private,no-cache,no-store,max-age=0,must-revalidate","pragma":"no-cache","expires":"Thu, 01 Jan 1970 00:00:00 GMT","x-frame-options":"DENY","strict-transport-security":"max-age=64072000; includeSubDomains; preload"}

[debug] [2026-07-15T17:40:21.815Z] : Build folder already exists, starting cleanup
[debug] [2026-07-15T17:40:21.862Z] : >>>> HTTP REQUEST : GET https://api.catalyst.zoho.in/baas/get-details 
Query params: {"feature_name":"runtime"}

[debug] [2026-07-15T17:40:21.893Z] : <<<< HTTP RESPONSE : 200
Response Headers: {"server":"ZGS","date":"Wed, 15 Jul 2026 17:40:21 GMT","content-type":"application/vnd.catalyst.v2+json","transfer-encoding":"chunked","connection":"keep-alive","x-content-type-options":"nosniff","cache-control":"private,no-cache,no-store,max-age=0,must-revalidate","pragma":"no-cache","expires":"Thu, 01 Jan 1970 00:00:00 GMT","x-frame-options":"DENY","strict-transport-security":"max-age=64072000; includeSubDomains; preload"}

[debug] [2026-07-15T17:40:21.899Z] : >>>> HTTP REQUEST : GET https://api.catalyst.zoho.in/baas/v1/project/49092000000078003/function 
Query params: {"type":"basicio,event,cron,applogic,integration,browser_logic,job"}

[debug] [2026-07-15T17:40:21.935Z] : <<<< HTTP RESPONSE : 200
Response Headers: {"server":"ZGS","date":"Wed, 15 Jul 2026 17:40:21 GMT","content-type":"application/vnd.catalyst.v2+json","transfer-encoding":"chunked","connection":"keep-alive","x-content-type-options":"nosniff","cache-control":"private,no-cache,no-store,max-age=0,must-revalidate","pragma":"no-cache","expires":"Thu, 01 Jan 1970 00:00:00 GMT","x-frame-options":"DENY","strict-transport-security":"max-age=64072000; includeSubDomains; preload"}

[debug] [2026-07-15T17:40:21.942Z] : unknown eol undefined hence skipping check
[debug] [2026-07-15T17:40:21.963Z] : Node binary for stack node22 is at C:\Program Files\nodejs\node.exe
[debug] [2026-07-15T17:40:22.441Z] : http port : '3000' is not available. Hence port '3001' will be used instead.
[debug] [2026-07-15T17:40:22.596Z] : No API Gateway configuration found. Skipping API Gateway rules
[debug] [2026-07-15T17:40:22.616Z] : No API Gateway configuration found. Skipping API Gateway rules
[info] [2026-07-15T17:40:22.718Z] : 
[info] [2026-07-15T17:40:22.718Z] :  >>>>>>>>>>>>> Advanced I/O <<<<<<<<<<< 
[info] [2026-07-15T17:40:22.719Z] : i trinetra_function: http://localhost:3000/server/trinetra_function/
[info] [2026-07-15T17:40:22.719Z] : 
[info] [2026-07-15T17:40:22.719Z] : 
[info] [2026-07-15T17:40:22.720Z] :  >>>>>>>>>>>>>> AppSail <<<<<<<<<<<<<< 
[info] [2026-07-15T17:40:22.720Z] : i trinetra: http://localhost:3001
[info] [2026-07-15T17:40:22.721Z] : 
[info] [2026-07-15T17:40:29.684Z] : [1784137229683]  "GET"  "/"
[info] [2026-07-15T17:40:29.719Z] : [1784137229719]  "GET"  "/app/"
[info] [2026-07-15T17:40:33.424Z] : [1784137233423]  Appsail[trinetra]  "GET"  "/"
[info] [2026-07-15T17:40:33.799Z] : [1784137233798]  "GET"  "/server/trinetra_function/intelligence-overview"
[info] [2026-07-15T17:40:33.807Z] : [1784137233806]  "GET"  "/server/trinetra_function/alerts"
[info] [2026-07-15T17:40:33.813Z] : [1784137233812]  "GET"  "/server/trinetra_function/incidents"
[info] [2026-07-15T17:40:33.822Z] : [1784137233821]  "GET"  "/server/trinetra_function/patterns"
[info] [2026-07-15T17:40:35.279Z] : [1784137235278]  Appsail[trinetra]  "GET"  "/_next/static/chunks/0cvq3ihxcldnq.js"
[info] [2026-07-15T17:40:35.584Z] : [1784137235583]  Appsail[trinetra]  "GET"  "/maps/karnataka-districts.geojson"
[info] [2026-07-15T17:40:35.986Z] : [1784137235986]  Appsail[trinetra]  "GET"  "/reports?_rsc=5CB68i4pnAekjehf"
[info] [2026-07-15T17:40:35.992Z] : [1784137235992]  Appsail[trinetra]  "GET"  "/settings?_rsc=5CB68i4pnAekjehf"
[info] [2026-07-15T17:40:35.996Z] : [1784137235996]  Appsail[trinetra]  "GET"  "/predictions?_rsc=5CB68i4pnAekjehf"
[info] [2026-07-15T17:40:36.000Z] : [1784137235999]  Appsail[trinetra]  "GET"  "/analytics?_rsc=5CB68i4pnAekjehf"
[info] [2026-07-15T17:40:36.247Z] : [1784137236247]  Appsail[trinetra]  "GET"  "/networks?_rsc=5CB68i4pnAekjehf"
[info] [2026-07-15T17:40:36.537Z] : [1784137236536]  Appsail[trinetra]  "GET"  "/geospatial?_rsc=5CB68i4pnAekjehf"
[info] [2026-07-15T17:40:36.544Z] : [1784137236542]  Appsail[trinetra]  "GET"  "/hotspots?_rsc=5CB68i4pnAekjehf"
[info] [2026-07-15T17:40:36.551Z] : [1784137236550]  Appsail[trinetra]  "GET"  "/incidents?_rsc=5CB68i4pnAekjehf"
[info] [2026-07-15T17:40:36.557Z] : [1784137236557]  Appsail[trinetra]  "GET"  "/settings?_rsc=7h4NYy5eoyMcNlUN"
[info] [2026-07-15T17:40:36.646Z] : [1784137236645]  Appsail[trinetra]  "GET"  "/settings?_rsc=yIp22O3xgPPxC28X"
[info] [2026-07-15T17:40:36.708Z] : [1784137236707]  Appsail[trinetra]  "GET"  "/settings?_rsc=prFqFEkjx4kukZuv"
[info] [2026-07-15T17:40:37.049Z] : [1784137237048]  Appsail[trinetra]  "GET"  "/settings?_rsc=DROqpzYuhFJcAG-b"
[info] [2026-07-15T17:40:37.065Z] : [1784137237065]  Appsail[trinetra]  "GET"  "/reports?_rsc=7h4NYy5eoyMcNlUN"
[info] [2026-07-15T17:40:37.068Z] : [1784137237068]  Appsail[trinetra]  "GET"  "/reports?_rsc=D3G77FYf4lzn6mXM"
[info] [2026-07-15T17:40:37.071Z] : [1784137237071]  Appsail[trinetra]  "GET"  "/reports?_rsc=Taf8oE-VvlOjjTjT"
[info] [2026-07-15T17:40:37.378Z] : [1784137237377]  Appsail[trinetra]  "GET"  "/analytics?_rsc=7h4NYy5eoyMcNlUN"
[info] [2026-07-15T17:40:37.427Z] : [1784137237426]  Appsail[trinetra]  "GET"  "/analytics?_rsc=b-4OWIjttFjasBiH"
[info] [2026-07-15T17:40:37.433Z] : [1784137237432]  Appsail[trinetra]  "GET"  "/analytics?_rsc=mo_AgHTT1zezsrdY"
[info] [2026-07-15T17:40:37.438Z] : [1784137237437]  Appsail[trinetra]  "GET"  "/predictions?_rsc=7h4NYy5eoyMcNlUN"
[info] [2026-07-15T17:40:37.712Z] : [1784137237711]  Appsail[trinetra]  "GET"  "/predictions?_rsc=m66iIOUqf2fT-Vle"
[info] [2026-07-15T17:40:37.804Z] : [1784137237804]  Appsail[trinetra]  "GET"  "/predictions?_rsc=OQLAKLIF3iso-pxc"
[info] [2026-07-15T17:40:37.825Z] : [1784137237823]  Appsail[trinetra]  "GET"  "/networks?_rsc=7h4NYy5eoyMcNlUN"
[info] [2026-07-15T17:40:37.831Z] : [1784137237831]  Appsail[trinetra]  "GET"  "/networks?_rsc=4KlIoXMiIxtNV9v6"
[info] [2026-07-15T17:40:38.070Z] : [1784137238069]  Appsail[trinetra]  "GET"  "/networks?_rsc=Wvr1JwszxM3GvOHm"
[info] [2026-07-15T17:40:38.148Z] : [1784137238148]  Appsail[trinetra]  "GET"  "/geospatial?_rsc=7h4NYy5eoyMcNlUN"
[info] [2026-07-15T17:40:38.179Z] : [1784137238179]  Appsail[trinetra]  "GET"  "/geospatial?_rsc=5dIPapGGKqFAH-9N"
[info] [2026-07-15T17:40:38.196Z] : [1784137238195]  Appsail[trinetra]  "GET"  "/geospatial?_rsc=OllXqvz9j0Fd0U_L"
[info] [2026-07-15T17:40:38.429Z] : [1784137238428]  Appsail[trinetra]  "GET"  "/hotspots?_rsc=7h4NYy5eoyMcNlUN"
[info] [2026-07-15T17:40:38.493Z] : [1784137238493]  Appsail[trinetra]  "GET"  "/hotspots?_rsc=twxFmiQY9n7JHHHK"
[info] [2026-07-15T17:40:38.512Z] : [1784137238511]  Appsail[trinetra]  "GET"  "/hotspots?_rsc=4F_wKM4umTByK2WQ"
[info] [2026-07-15T17:40:38.532Z] : [1784137238531]  Appsail[trinetra]  "GET"  "/incidents?_rsc=7h4NYy5eoyMcNlUN"
[info] [2026-07-15T17:40:38.761Z] : [1784137238760]  Appsail[trinetra]  "GET"  "/incidents?_rsc=j_yk4bSuVgl_CG9D"
[info] [2026-07-15T17:40:38.841Z] : [1784137238839]  Appsail[trinetra]  "GET"  "/incidents?_rsc=UzTvafsDm2YmVjPl"
[info] [2026-07-15T17:40:38.868Z] : [1784137238867]  Appsail[trinetra]  "GET"  "/?_rsc=tXyZJ52UQVBCVsD3"
[info] [2026-07-15T17:41:47.358Z] : [1784137307357]  Appsail[trinetra]  "GET"  "/server/trinetra_function/incidents"
[info] [2026-07-15T17:50:42.068Z] : [1784137842060]  Appsail[trinetra]  "GET"  "/networks?_rsc=j4zlJajiVPDM6H0G"
[info] [2026-07-15T17:50:42.336Z] : [1784137842335]  Appsail[trinetra]  "GET"  "/networks?_rsc=GOb9WShVYse877PB"
[info] [2026-07-15T17:50:42.647Z] : [1784137842647]  Appsail[trinetra]  "GET"  "/networks?_rsc=ClyhmQHxBQoJ_XlW"
[info] [2026-07-15T17:50:42.652Z] : [1784137842651]  Appsail[trinetra]  "GET"  "/networks?_rsc=Sqjrj9QpiPCJ0JFh"
